C,Inversion,Gauss
1.0,3.0606736594252445e-16,2.220446049250313e-16
10.0,3.89370267511739e-16,2.579925170969555e-16
10000.0,3.1572412983675385e-13,3.980283542002594e-13
1.0e8,8.51106677503988e-10,6.212335861488942e-10
1.0e13,0.00023217690404508834,0.00019563080092007274
1.0e17,0.30618621784789724,0.38686968391520704
