C,Inversion,Gauss
1.0,3.5803616730494477e-16,4.3709524189038457e-16
10.0,6.591583993652515e-16,7.82687547307795e-16
10000.0,2.1422819295140365e-13,1.531088543872165e-13
1.0e8,1.212900170167054e-9,1.2936454048007625e-9
1.0e13,0.000595864993131807,0.0006720527920881501
1.0e17,5.046115461421786,4.997454040102254
