C,Inversion,Gauss
1.0,2.432376777795247e-16,1.4895204919483638e-16
10.0,1.719950113979703e-16,1.9860273225978183e-16
10000.0,2.639549112047733e-14,6.150475233319481e-15
1.0e8,1.6130980174698654e-9,1.6475604795019323e-9
1.0e13,0.00029939906113202793,0.00040092035929637724
1.0e17,1.781414466091482,1.6873186783767744
